8, 6, 4, 8-AH.wav, 0-IY.wav, 9-OA.wav, 8-AH.wav, 0-IY.wav, 9-OA.wav
8, 8, 0, 0-IY.wav, 5-AE.wav, 3-EH.wav, 1-IH.wav, 5-AE.wav, 11-UW.wav
